,ECLO
12798,3
12799,3
12800,8
12801,6
12802,5
12803,3
12804,5
12805,5
12806,6
12807,1
12808,3
12809,3
12810,4
12811,5
12812,6
12813,4
12814,4
12815,3
12816,3
12817,5
12818,5
12819,3
12820,9
12821,8
12822,3
12823,3
12824,3
12825,9
12826,3
12827,5
12828,3
12829,5
12830,3
12831,6
12832,9
12833,6
12834,3
12835,5
12836,5
12837,5
12838,5
12839,3
12840,6
12841,3
12842,3
12843,3
12844,3
12845,5
12846,6
12847,3
12848,1
12849,6
12850,1
12851,10
12852,3
12853,3
12854,6
12855,5
12856,3
12857,15
12858,6
12859,5
12860,5
12861,8
12862,3
12863,3
12864,2
12865,3
12866,6
12867,3
12868,3
12869,1
12870,5
12871,3
12872,4
12873,11
12874,3
12875,3
12876,3
12877,5
12878,5
12879,5
12880,6
12881,12
12882,3
12883,3
12884,3
12885,3
12886,3
12887,3
12888,5
12889,3
12890,3
12891,3
12892,3
12893,3
12894,5
12895,18
12896,6
12897,3
12898,8
12899,5
12900,8
12901,5
12902,8
12903,6
12904,5
12905,6
12906,5
12907,12
12908,13
12909,9
12910,7
12911,6
12912,3
12913,3
12914,3
12915,3
12916,8
12917,3
12918,6
12919,3
12920,10
12921,3
12922,1
12923,6
12924,3
12925,3
12926,3
12927,3
12928,3
12929,6
12930,3
12931,4
12932,5
12933,8
12934,5
12935,8
12936,5
12937,9
12938,5
12939,6
12940,5
12941,11
12942,5
12943,3
12944,6
12945,3
12946,5
12947,3
12948,3
12949,5
12950,3
12951,9
12952,5
12953,3
12954,5
12955,8
12956,3
12957,3
12958,6
12959,8
12960,3
12961,5
12962,3
12963,4
12964,3
12965,12
12966,12
12967,4
12968,3
12969,5
12970,3
12971,3
12972,11
12973,1
12974,6
12975,5
12976,3
12977,5
12978,5
12979,3
12980,6
12981,3
12982,6
12983,1
12984,6
12985,3
12986,3
12987,5
12988,5
12989,5
12990,5
12991,4
12992,3
12993,3
12994,10
12995,5
12996,6
12997,3
12998,3
12999,3
13000,5
13001,3
13002,3
13003,8
13004,3
13005,9
13006,3
13007,3
13008,5
13009,6
13010,3
13011,12
13012,3
13013,3
13014,1
13015,5
13016,9
13017,3
13018,14
13019,1
13020,3
13021,5
13022,23
13023,3
13024,3
13025,10
13026,3
13027,3
13028,3
13029,5
13030,3
13031,5
13032,5
13033,3
13034,3
13035,5
13036,3
13037,1
13038,3
13039,5
13040,5
13041,6
13042,3
13043,5
13044,1
13045,3
13046,1
13047,11
13048,1
13049,5
13050,6
13051,3
13052,9
13053,3
13054,8
13055,5
13056,6
13057,3
13058,6
13059,5
13060,9
13061,1
13062,3
13063,3
13064,3
13065,5
13066,11
13067,6
13068,5
13069,3
13070,3
13071,3
13072,3
13073,6
13074,3
13075,3
13076,5
13077,3
13078,3
13079,3
13080,5
13081,1
13082,6
13083,3
13084,3
13085,8
13086,3
13087,7
13088,3
13089,5
13090,3
13091,6
13092,3
13093,6
13094,3
13095,3
13096,3
13097,3
13098,3
13099,8
13100,5
13101,5
13102,1
13103,3
13104,5
13105,3
13106,9
13107,5
13108,3
13109,3
13110,3
13111,12
13112,6
13113,6
13114,1
13115,6
13116,6
13117,5
13118,5
13119,3
13120,5
13121,3
13122,1
13123,3
13124,16
13125,9
13126,1
13127,6
13128,8
13129,6
13130,5
13131,5
13132,3
13133,3
13134,3
13135,3
13136,4
13137,8
13138,3
13139,14
13140,1
13141,3
13142,3
13143,3
13144,9
13145,1
13146,9
13147,3
13148,3
13149,1
13150,3
13151,3
13152,14
13153,3
13154,6
13155,15
13156,3
13157,9
13158,8
13159,6
13160,6
13161,6
13162,3
13163,3
13164,3
13165,16
13166,3
13167,4
13168,3
13169,3
13170,10
13171,3
13172,5
13173,3
13174,6
13175,3
13176,3
13177,5
13178,3
13179,6
13180,5
13181,3
13182,3
13183,14
13184,9
13185,3
13186,5
13187,3
13188,3
13189,3
13190,6
13191,3
13192,6
13193,5
13194,3
13195,3
13196,6
13197,5
13198,3
13199,3
13200,5
13201,3
13202,3
13203,3
13204,5
13205,3
13206,3
13207,3
13208,9
13209,3
13210,3
13211,12
13212,11
13213,3
13214,6
13215,6
13216,8
13217,6
13218,3
13219,3
13220,3
13221,1
13222,3
13223,6
13224,5
13225,5
13226,6
13227,6
13228,3
13229,3
13230,5
13231,3
13232,3
13233,3
13234,3
13235,10
13236,3
13237,3
13238,5
13239,3
13240,3
13241,6
13242,3
13243,6
13244,1
13245,4
13246,6
13247,3
13248,1
13249,1
13250,3
13251,5
13252,3
13253,3
13254,6
13255,4
13256,3
13257,1
13258,5
13259,3
13260,5
13261,3
13262,6
13263,3
13264,22
13265,9
13266,3
13267,3
13268,8
13269,3
13270,3
13271,5
13272,5
13273,5
13274,5
13275,9
13276,3
13277,3
13278,9
13279,3
13280,5
13281,3
13282,3
13283,11
13284,3
13285,3
13286,9
13287,3
13288,3
13289,3
13290,9
13291,3
13292,5
13293,12
13294,22
13295,1
13296,9
13297,6
13298,3
13299,15
13300,9
13301,6
13302,6
13303,9
13304,6
13305,5
13306,7
13307,3
13308,3
13309,12
13310,3
13311,3
13312,3
13313,9
13314,14
13315,6
13316,3
13317,3
13318,3
13319,3
13320,3
13321,9
13322,8
13323,4
13324,3
13325,8
13326,3
13327,6
13328,6
13329,1
13330,3
13331,5
13332,3
13333,8
13334,3
13335,5
13336,5
13337,6
13338,7
13339,3
13340,3
13341,1
13342,6
13343,3
13344,3
13345,3
13346,5
13347,3
13348,1
13349,6
13350,3
13351,3
13352,3
13353,3
13354,3
13355,3
13356,1
13357,5
13358,8
13359,5
13360,3
13361,9
13362,3
13363,3
13364,1
13365,5
13366,10
13367,3
13368,1
13369,4
13370,3
13371,3
13372,3
13373,3
13374,5
13375,3
13376,5
13377,1
13378,5
13379,6
13380,7
13381,1
13382,6
13383,3
13384,3
13385,3
13386,15
13387,9
13388,5
13389,1
13390,1
13391,5
13392,1
13393,16
13394,3
13395,3
13396,5
13397,5
13398,8
13399,4
13400,8
13401,5
13402,8
13403,5
13404,8
13405,3
13406,3
13407,3
13408,8
13409,3
13410,5
13411,3
13412,3
13413,21
13414,3
13415,4
13416,3
13417,3
13418,1
13419,5
13420,5
13421,5
13422,3
13423,6
13424,5
13425,5
13426,6
13427,1
13428,3
13429,3
13430,3
13431,6
13432,6
13433,3
13434,3
13435,6
13436,3
13437,3
13438,6
13439,9
13440,3
13441,3
13442,6
13443,3
13444,3
13445,6
13446,9
13447,3
13448,3
13449,3
13450,10
13451,3
13452,6
13453,5
13454,8
13455,3
13456,3
13457,6
13458,3
13459,6
13460,3
13461,6
13462,3
13463,5
13464,1
13465,6
13466,3
13467,3
13468,3
13469,3
13470,6
13471,3
13472,3
13473,3
13474,5
13475,1
13476,3
13477,6
13478,6
13479,6
13480,5
13481,5
13482,3
13483,3
13484,3
13485,3
13486,1
13487,6
13488,5
13489,3
13490,3
13491,3
13492,5
13493,3
13494,3
13495,6
13496,3
13497,6
13498,6
13499,3
13500,3
13501,3
13502,3
13503,3
13504,3
13505,3
13506,3
13507,3
13508,5
13509,8
13510,3
13511,5
13512,3
13513,3
13514,5
13515,1
13516,3
13517,3
13518,5
13519,3
13520,6
13521,12
13522,3
13523,5
13524,5
13525,3
13526,3
13527,3
13528,3
13529,3
13530,3
13531,12
13532,6
13533,1
13534,3
13535,6
13536,6
13537,3
13538,3
13539,3
13540,3
13541,3
13542,6
13543,3
13544,3
13545,3
13546,10
13547,9
13548,3
13549,3
13550,5
13551,14
13552,5
13553,3
13554,3
13555,3
13556,3
13557,3
13558,5
13559,3
13560,6
13561,20
13562,3
13563,1
13564,6
13565,3
13566,13
13567,12
13568,1
13569,3
13570,9
13571,1
13572,3
13573,3
13574,6
13575,5
13576,3
13577,1
13578,3
13579,3
13580,3
13581,14
13582,3
13583,3
13584,5
13585,11
13586,3
13587,5
13588,5
13589,3
13590,5
13591,3
13592,3
13593,14
13594,3
13595,12
13596,5
13597,5
13598,3
13599,6
13600,4
13601,3
13602,9
13603,12
13604,3
13605,3
13606,3
13607,5
13608,3
13609,8
13610,17
13611,3
13612,3
13613,5
13614,5
13615,6
13616,5
13617,5
13618,5
13619,12
13620,1
13621,5
13622,3
13623,8
13624,8
13625,13
13626,3
13627,3
13628,6
13629,5
13630,3
13631,3
13632,3
13633,3
13634,15
13635,3
13636,3
13637,3
13638,6
13639,3
13640,3
13641,3
13642,6
13643,9
13644,3
13645,5
13646,6
13647,3
13648,1
13649,3
13650,3
13651,6
13652,3
13653,6
13654,3
13655,4
13656,3
13657,5
13658,6
13659,8
13660,6
13661,4
13662,6
13663,3
13664,6
13665,9
13666,5
13667,3
13668,5
13669,10
13670,6
13671,5
13672,6
13673,3
13674,4
13675,5
13676,3
13677,6
13678,5
13679,3
13680,3
13681,3
13682,9
13683,3
13684,5
13685,3
13686,3
13687,5
13688,3
13689,12
13690,3
13691,3
13692,6
13693,3
13694,3
13695,6
13696,3
13697,3
13698,3
13699,6
13700,5
13701,1
13702,8
13703,4
13704,11
13705,5
13706,3
13707,8
13708,17
13709,8
13710,3
13711,18
13712,6
13713,7
13714,3
13715,5
13716,3
13717,3
13718,1
13719,1
13720,3
13721,5
13722,3
13723,5
13724,3
13725,8
13726,5
13727,3
13728,12
13729,10
13730,3
13731,3
13732,5
13733,3
13734,3
13735,1
13736,6
13737,5
13738,5
13739,5
13740,3
13741,19
13742,5
13743,6
13744,1
13745,3
13746,3
13747,9
13748,5
13749,6
13750,6
13751,3
13752,3
13753,3
13754,14
13755,9
13756,3
13757,3
13758,3
13759,3
13760,1
13761,3
13762,5
13763,3
13764,3
13765,5
13766,3
13767,3
13768,3
13769,3
13770,3
13771,3
13772,10
13773,3
13774,10
13775,3
13776,5
13777,3
13778,2
13779,5
13780,6
13781,8
13782,7
13783,5
13784,3
13785,9
13786,5
13787,3
13788,5
13789,3
13790,3
13791,3
13792,3
13793,5
13794,3
13795,1
13796,3
13797,6
13798,3
13799,1
13800,6
13801,3
13802,1
13803,6
13804,6
13805,6
13806,1
13807,3
13808,1
13809,1
13810,5
13811,4
13812,3
13813,3
13814,5
13815,3
13816,3
13817,10
13818,9
13819,5
13820,3
13821,1
13822,3
13823,5
13824,3
13825,3
13826,4
13827,5
13828,3
13829,3
13830,6
13831,3
13832,6
13833,3
13834,3
13835,3
13836,4
13837,3
13838,5
13839,3
13840,3
13841,9
13842,3
13843,3
13844,5
13845,6
13846,5
13847,3
13848,3
13849,4
13850,5
13851,1
13852,3
13853,23
13854,1
13855,1
13856,3
13857,3
13858,8
13859,1
13860,17
13861,1
13862,11
13863,3
13864,5
13865,12
13866,5
13867,1
13868,9
13869,1
13870,4
13871,11
13872,3
13873,3
13874,3
13875,3
13876,9
13877,3
13878,6
13879,5
13880,6
13881,6
13882,6
13883,6
13884,12
13885,4
13886,3
13887,17
13888,6
13889,3
13890,3
13891,13
13892,26
13893,8
13894,5
13895,6
13896,3
13897,12
13898,3
13899,3
13900,3
13901,8
13902,3
13903,9
13904,1
13905,5
13906,1
13907,6
13908,3
13909,6
13910,3
13911,3
13912,12
13913,8
13914,3
13915,1
13916,3
13917,3
13918,3
13919,6
13920,5
13921,3
13922,4
13923,3
13924,3
13925,3
13926,5
13927,5
13928,6
13929,6
13930,8
13931,6
13932,3
13933,1
13934,5
13935,6
13936,5
13937,3
13938,3
13939,1
13940,3
13941,5
13942,1
13943,3
13944,6
13945,3
13946,5
13947,3
13948,3
13949,3
13950,5
13951,5
13952,6
13953,3
13954,5
13955,3
13956,6
13957,3
13958,15
13959,3
13960,3
13961,3
13962,6
13963,5
13964,6
13965,8
13966,1
13967,5
13968,11
13969,9
13970,1
13971,5
13972,5
13973,12
13974,3
13975,5
13976,3
13977,3
13978,6
13979,5
13980,3
13981,5
13982,12
13983,3
13984,1
13985,6
13986,3
13987,3
13988,6
13989,7
13990,5
13991,3
13992,4
13993,3
13994,3
13995,5
13996,3
13997,3
13998,3
13999,3
14000,9
14001,3
14002,5
14003,8
14004,3
14005,3
14006,3
14007,16
14008,3
14009,3
14010,6
14011,9
14012,5
14013,3
14014,1
14015,3
14016,5
14017,3
14018,1
14019,6
14020,3
14021,3
14022,5
14023,3
14024,5
14025,5
14026,3
14027,5
14028,3
14029,3
14030,3
14031,3
14032,3
14033,1
14034,3
14035,3
14036,6
14037,2
14038,6
14039,1
14040,5
14041,3
14042,8
14043,5
14044,3
14045,3
14046,3
14047,3
14048,5
14049,3
14050,3
14051,1
14052,3
14053,3
14054,3
14055,3
14056,1
14057,5
14058,3
14059,6
14060,3
14061,3
14062,3
14063,5
14064,1
14065,1
14066,3
14067,8
14068,6
14069,3
14070,3
14071,3
14072,4
14073,3
14074,3
14075,3
14076,3
14077,1
14078,9
14079,1
14080,5
14081,3
14082,3
14083,3
14084,5
14085,3
14086,3
14087,3
14088,3
14089,3
14090,5
14091,3
14092,9
14093,6
14094,3
14095,1
14096,3
14097,3
14098,3
14099,3
14100,3
14101,9
14102,5
14103,3
14104,3
14105,8
14106,6
14107,5
14108,3
14109,3
14110,5
14111,3
14112,4
14113,1
14114,3
14115,6
14116,6
14117,5
14118,3
14119,6
14120,3
14121,3
14122,3
14123,5
14124,1
14125,8
14126,6
14127,9
14128,5
14129,1
14130,6
14131,1
14132,9
14133,11
14134,9
14135,3
14136,3
14137,1
14138,3
14139,8
14140,6
14141,1
14142,3
14143,15
14144,6
14145,3
14146,3
14147,3
14148,9
14149,3
14150,2
14151,12
14152,3
14153,6
14154,3
14155,11
14156,3
14157,5
14158,5
14159,3
14160,3
14161,1
14162,3
14163,6
14164,6
14165,6
14166,5
14167,3
14168,3
14169,12
14170,3
14171,3
14172,3
14173,5
14174,3
14175,3
14176,3
14177,8
14178,3
14179,17
14180,5
14181,5
14182,3
14183,5
14184,3
14185,3
14186,1
14187,6
14188,6
14189,6
14190,3
14191,3
14192,6
14193,3
14194,5
14195,9
14196,3
14197,5
14198,5
14199,3
14200,12
14201,10
14202,13
14203,1
14204,3
14205,3
14206,3
14207,13
14208,5
14209,5
14210,3
14211,5
14212,3
14213,3
14214,1
14215,6
14216,3
14217,3
14218,6
14219,3
14220,3
14221,1
14222,3
14223,3
14224,6
14225,11
14226,3
14227,3
14228,3
14229,3
14230,3
14231,6
14232,3
14233,5
14234,6
14235,3
14236,3
14237,6
14238,5
14239,6
14240,3
14241,3
14242,4
14243,5
14244,3
14245,5
14246,3
14247,3
14248,3
14249,3
14250,3
14251,3
14252,5
14253,1
14254,1
14255,6
14256,5
14257,1
14258,1
14259,5
14260,3
14261,3
14262,5
14263,6
14264,6
14265,3
14266,3
14267,3
14268,5
14269,5
14270,5
14271,3
14272,3
14273,3
14274,3
14275,3
14276,3
14277,6
14278,5
14279,6
14280,9
14281,3
14282,3
14283,3
14284,3
14285,5
14286,5
14287,3
14288,6
14289,3
14290,5
14291,5
14292,3
14293,3
14294,3
14295,12
14296,3
14297,3
14298,5
14299,6
14300,5
14301,6
14302,3
14303,5
14304,3
14305,5
14306,8
14307,1
14308,3
14309,5
14310,3
14311,3
14312,3
14313,3
14314,6
14315,3
14316,3
14317,6
14318,3
14319,6
14320,9
14321,5
14322,3
14323,3
14324,2
14325,3
14326,5
14327,3
14328,3
14329,1
14330,3
14331,3
14332,3
14333,5
14334,3
14335,9
14336,3
14337,3
14338,3
14339,1
14340,5
14341,3
14342,6
14343,15
14344,3
14345,6
14346,9
14347,3
14348,1
14349,5
14350,4
14351,3
14352,3
14353,5
14354,3
14355,6
14356,3
14357,5
14358,3
14359,5
14360,3
14361,6
14362,3
14363,3
14364,3
14365,3
14366,3
14367,3
14368,5
14369,3
14370,3
14371,9
14372,3
14373,3
14374,18
14375,4
14376,3
14377,6
14378,3
14379,3
14380,8
14381,3
14382,11
14383,5
14384,3
14385,3
14386,3
14387,3
14388,4
14389,5
14390,3
14391,3
14392,3
14393,6
14394,1
14395,1
14396,3
14397,3
14398,1
14399,3
14400,6
14401,3
14402,3
14403,3
14404,3
14405,3
14406,9
14407,15
14408,3
14409,3
14410,3
14411,6
14412,3
14413,15
14414,3
14415,4
14416,10
14417,5
14418,3
14419,10
14420,8
14421,10
14422,5
14423,1
14424,3
14425,3
14426,4
14427,3
14428,5
14429,5
14430,3
14431,5
14432,3
14433,5
14434,3
14435,3
14436,1
14437,3
14438,3
14439,11
14440,3
14441,5
14442,5
14443,6
14444,7
14445,10
14446,3
14447,3
14448,5
14449,5
14450,5
14451,5
14452,3
14453,3
14454,3
14455,3
14456,5
14457,6
14458,8
14459,3
14460,3
14461,1
14462,3
14463,10
14464,6
14465,10
14466,6
14467,3
14468,5
14469,3
14470,6
14471,3
14472,3
14473,1
14474,3
14475,3
14476,5
14477,6
14478,3
14479,3
14480,6
14481,3
14482,5
14483,3
14484,6
14485,5
14486,2
14487,5
14488,9
14489,11
14490,3
14491,5
14492,1
14493,5
14494,6
14495,3
14496,1
14497,3
14498,3
14499,8
14500,9
14501,3
14502,5
14503,3
14504,5
14505,9
14506,3
14507,3
14508,3
14509,3
14510,3
14511,9
14512,3
14513,4
14514,3
14515,23
14516,3
14517,13
14518,2
14519,3
14520,5
14521,6
14522,1
14523,3
14524,3
14525,1
14526,3
14527,3
14528,3
14529,3
14530,3
14531,8
14532,18
14533,3
14534,3
14535,5
14536,5
14537,3
14538,3
14539,3
14540,3
14541,1
14542,3
14543,6
14544,6
14545,9
14546,5
14547,5
14548,1
14549,3
14550,5
14551,3
14552,8
14553,8
14554,5
14555,1
14556,4
14557,6
14558,8
14559,1
14560,3
14561,3
14562,6
14563,3
14564,6
14565,3
14566,5
14567,5
14568,3
14569,3
14570,6
14571,3
14572,3
14573,3
14574,9
14575,3
14576,3
14577,6
14578,5
14579,1
14580,5
14581,6
14582,6
14583,3
14584,1
14585,4
14586,10
14587,3
14588,3
14589,3
14590,6
14591,15
14592,6
14593,3
14594,1
14595,3
14596,5
14597,6
14598,3
14599,6
14600,3
14601,5
14602,5
14603,6
14604,3
14605,5
14606,6
14607,3
14608,3
14609,5
14610,3
14611,5
14612,3
14613,3
14614,12
14615,5
14616,3
14617,9
14618,3
14619,8
14620,1
14621,3
14622,1
14623,3
14624,3
14625,3
14626,1
14627,3
14628,6
14629,6
14630,17
14631,10
14632,8
14633,12
14634,3
14635,5
14636,5
14637,3
14638,6
14639,5
14640,5
14641,8
14642,3
14643,15
14644,3
14645,3
14646,3
14647,3
14648,3
14649,3
14650,3
14651,6
14652,3
14653,5
14654,5
14655,3
14656,3
14657,5
14658,3
14659,3
14660,9
14661,6
14662,1
14663,3
14664,5
14665,3
14666,3
14667,3
14668,6
14669,17
14670,3
14671,13
14672,5
14673,5
14674,3
14675,11
14676,1
14677,8
14678,5
14679,3
14680,3
14681,3
14682,6
14683,8
14684,5
14685,12
14686,5
14687,8
14688,3
14689,6
14690,20
14691,1
14692,3
14693,3
14694,6
14695,5
14696,3
14697,3
14698,3
14699,3
14700,3
14701,5
14702,3
14703,3
14704,7
14705,5
14706,5
14707,3
14708,6
14709,3
14710,3
14711,3
14712,3
14713,5
14714,3
14715,3
14716,3
14717,3
14718,3
14719,6
14720,12
14721,1
14722,3
14723,3
14724,3
14725,6
14726,5
14727,11
14728,5
14729,5
14730,3
14731,5
14732,3
14733,5
14734,3
14735,3
14736,11
14737,3
14738,5
14739,3
14740,3
14741,3
14742,1
14743,11
14744,14
14745,12
14746,3
14747,3
14748,10
14749,6
14750,8
14751,6
14752,3
14753,6
14754,3
14755,3
14756,4
14757,6
14758,3
14759,5
14760,1
14761,3
14762,3
14763,3
14764,5
14765,3
14766,3
14767,2
14768,3
14769,3
14770,5
14771,3
14772,6
14773,1
14774,5
14775,3
14776,17
14777,3
14778,6
14779,3
14780,3
14781,5
14782,9
14783,5
14784,8
14785,6
14786,5
14787,3
14788,6
14789,5
14790,3
14791,3
14792,3
14793,3
14794,3
14795,1
14796,3
14797,3
14798,4
14799,3
14800,3
14801,3
14802,3
14803,6
14804,5
14805,3
14806,3
14807,3
14808,1
14809,3
14810,3
14811,3
14812,3
14813,3
14814,3
14815,4
14816,2
14817,3
14818,5
14819,3
14820,3
14821,6
14822,5
14823,3
14824,5
14825,3
14826,1
14827,3
14828,11
14829,9
14830,3
14831,6
14832,3
14833,3
14834,5
14835,6
14836,8
14837,3
14838,5
14839,6
14840,6
14841,3
14842,3
14843,5
14844,1
14845,4
14846,5
14847,1
14848,5
14849,3
14850,5
14851,7
14852,5
14853,3
14854,3
14855,3
14856,3
14857,6
14858,10
14859,1
14860,3
14861,6
14862,5
14863,6
14864,17
14865,6
14866,6
14867,5
14868,3
14869,12
14870,3
14871,3
14872,6
14873,3
14874,5
14875,6
14876,3
14877,3
14878,6
14879,5
14880,3
14881,3
14882,3
14883,14
14884,3
14885,3
14886,1
14887,3
14888,5
14889,3
14890,6
14891,5
14892,3
14893,6
14894,1
14895,3
14896,3
14897,5
14898,3
14899,6
14900,3
14901,3
14902,9
14903,3
14904,1
14905,1
14906,16
14907,8
14908,12
14909,3
14910,3
14911,8
14912,1
14913,5
14914,3
14915,3
14916,3
14917,3
14918,4
14919,3
14920,4
14921,3
14922,6
14923,10
14924,5
14925,6
14926,6
14927,8
14928,3
14929,3
14930,1
14931,5
14932,3
14933,3
14934,4
14935,3
14936,3
14937,5
14938,5
14939,3
14940,3
14941,3
14942,3
14943,8
14944,5
14945,5
14946,9
14947,3
14948,7
14949,6
14950,21
14951,12
14952,3
14953,9
14954,6
14955,8
14956,3
14957,6
14958,3
14959,12
14960,11
14961,5
14962,3
14963,3
14964,3
14965,1
14966,5
14967,5
14968,1
14969,3
14970,5
14971,3
14972,12
14973,3
14974,3
14975,3
14976,5
14977,6
14978,5
14979,6
14980,6
14981,6
14982,3
14983,3
14984,5
14985,3
14986,6
14987,6
14988,3
14989,1
14990,6
14991,3
14992,8
14993,3
14994,3
14995,5
14996,3
14997,1
14998,6
14999,3
15000,3
15001,3
15002,6
15003,3
15004,9
15005,3
15006,1
15007,3
15008,5
15009,3
15010,3
15011,6
15012,6
15013,5
15014,5
15015,6
15016,3
15017,6
15018,3
15019,3
15020,5
15021,3
15022,3
15023,11
15024,6
15025,12
15026,3
15027,10
15028,5
15029,9
15030,6
15031,14
15032,3
15033,3
15034,3
15035,6
15036,5
15037,5
15038,3
15039,7
15040,1
15041,3
15042,5
15043,5
15044,3
15045,5
15046,1
15047,10
15048,5
15049,5
15050,3
15051,9
15052,5
15053,3
15054,6
15055,3
15056,3
15057,3
15058,3
15059,5
15060,6
15061,3
15062,4
15063,6
15064,3
15065,6
15066,9
15067,5
15068,3
15069,5
15070,6
15071,3
15072,3
15073,5
15074,3
15075,3
15076,6
15077,6
15078,8
15079,3
15080,5
15081,3
15082,3
15083,6
15084,3
15085,3
15086,3
15087,5
15088,3
15089,3
15090,3
15091,5
15092,6
15093,3
15094,5
15095,5
15096,3
15097,3
15098,3
15099,6
15100,6
15101,5
15102,5
15103,3
15104,5
15105,3
15106,5
15107,3
15108,5
15109,3
15110,3
15111,3
15112,3
15113,9
15114,3
15115,1
15116,5
15117,1
15118,3
15119,3
15120,5
15121,3
15122,3
15123,3
15124,3
15125,3
15126,5
15127,10
15128,3
15129,3
15130,3
15131,3
15132,3
15133,3
15134,8
15135,3
15136,3
15137,3
15138,6
15139,3
15140,1
15141,6
15142,3
15143,3
15144,5
15145,5
15146,3
15147,3
15148,9
15149,1
15150,10
15151,5
15152,8
15153,4
15154,3
15155,5
15156,5
15157,6
15158,1
15159,3
15160,1
15161,3
15162,3
15163,3
15164,5
15165,3
15166,3
15167,5
15168,3
15169,6
15170,3
15171,8
15172,1
15173,5
15174,6
15175,3
15176,5
15177,3
15178,3
15179,6
15180,3
15181,5
15182,3
15183,9
15184,5
15185,6
15186,9
15187,3
15188,3
15189,3
15190,6
15191,3
15192,5
15193,3
15194,6
15195,5
15196,6
15197,3
15198,5
15199,15
15200,3
15201,6
15202,3
15203,3
15204,3
15205,3
15206,3
15207,3
15208,3
15209,17
15210,5
15211,3
15212,3
15213,6
15214,3
15215,6
15216,1
15217,9
15218,10
15219,1
15220,3
15221,6
15222,6
15223,5
15224,3
15225,3
15226,6
15227,6
15228,3
15229,8
15230,12
15231,3
15232,3
15233,3
15234,6
15235,5
15236,5
15237,5
15238,3
15239,3
15240,5
15241,5
15242,3
15243,3
15244,6
15245,4
15246,3
15247,4
15248,3
15249,3
15250,3
15251,3
15252,3
15253,3
15254,5
15255,3
15256,3
15257,5
15258,3
15259,5
15260,17
15261,10
15262,5
15263,3
15264,1
15265,3
15266,3
15267,3
15268,3
15269,3
15270,1
15271,8
15272,12
15273,3
15274,3
15275,9
15276,3
15277,3
15278,6
15279,3
15280,3
15281,1
15282,3
15283,3
15284,3
15285,5
15286,3
15287,3
15288,3
15289,6
15290,21
15291,3
15292,5
15293,1
15294,10
15295,6
15296,3
15297,3
15298,4
15299,3
15300,3
15301,3
15302,1
15303,3
15304,3
15305,15
15306,3
15307,5
15308,3
15309,3
15310,3
15311,3
15312,6
15313,3
15314,14
15315,3
15316,3
15317,5
15318,1
15319,3
15320,12
15321,3
15322,3
15323,3
15324,5
15325,3
15326,12
15327,3
15328,3
15329,5
15330,4
15331,3
15332,3
15333,6
15334,3
15335,3
15336,3
15337,3
15338,3
15339,6
15340,3
15341,3
15342,5
15343,3
15344,3
15345,3
15346,3
15347,3
15348,5
15349,3
15350,3
15351,5
15352,6
15353,6
15354,17
15355,1
15356,3
15357,3
15358,3
15359,3
15360,3
15361,6
15362,3
15363,6
15364,3
15365,6
15366,9
15367,3
15368,8
15369,12
15370,3
15371,5
15372,3
15373,6
15374,3
15375,3
15376,3
15377,5
15378,3
15379,5
15380,3
15381,9
15382,6
15383,3
15384,6
15385,3
15386,6
15387,3
15388,5
15389,3
15390,1
15391,3
15392,3
15393,3
15394,3
15395,3
15396,3
15397,10
15398,3
15399,15
15400,6
15401,1
15402,3
15403,19
15404,3
15405,3
15406,3
15407,3
15408,6
15409,6
15410,6
15411,5
15412,8
15413,3
15414,3
15415,6
15416,4
15417,5
15418,5
15419,18
15420,12
15421,9
15422,3
15423,3
15424,6
15425,3
15426,3
15427,4
15428,9
15429,3
15430,6
15431,6
15432,3
15433,6
15434,3
15435,15
15436,14
15437,3
15438,5
15439,9
15440,12
15441,3
15442,13
15443,5
15444,1
15445,5
15446,10
15447,7
15448,9
15449,3
15450,3
15451,1
15452,3
15453,3
15454,3
15455,1
15456,6
15457,3
15458,3
15459,5
15460,3
15461,3
15462,5
15463,6
15464,4
15465,9
15466,6
15467,12
15468,12
15469,3
15470,3
15471,1
15472,5
15473,6
15474,6
15475,6
15476,3
15477,5
15478,3
15479,5
15480,3
15481,6
15482,6
15483,6
15484,6
15485,6
15486,3
15487,8
15488,20
15489,16
15490,3
15491,11
15492,3
15493,9
15494,3
15495,3
15496,5
15497,3
15498,9
15499,15
15500,6
15501,15
15502,1
15503,3
15504,3
15505,1
15506,3
15507,5
15508,5
15509,6
15510,3
15511,3
15512,3
15513,3
15514,3
15515,5
15516,12
15517,3
15518,5
15519,6
15520,5
15521,3
15522,3
15523,5
15524,3
15525,5
15526,5
15527,3
15528,3
15529,3
15530,9
15531,21
15532,3
15533,1
15534,5
15535,5
15536,6
15537,3
15538,3
15539,3
15540,7
15541,3
15542,5
15543,3
15544,16
15545,3
15546,5
15547,3
15548,3
15549,3
15550,5
15551,3
15552,5
15553,9
15554,9
15555,3
15556,6
15557,3
15558,5
15559,5
15560,3
15561,3
15562,3
15563,6
15564,9
15565,3
15566,3
15567,3
15568,5
15569,6
15570,1
15571,3
15572,6
15573,6
15574,1
